Aria | Composer | Opera | PDF URL
Grave è'l fasto di regnar      | Handel, George Frideric                  | Lotario              | http://theoperadatabase.com/PDFs/Handel/Tenor/Grave%20e%20l%20fasto%20di%20regnar.pdf
Non pensi quell' altera        | Handel, George Frideric                  | Lotario              | http://theoperadatabase.com/PDFs/Handel/Tenor/Non%20pensi%20quell%20altera.pdf
Regno e grandezza, vassalli e trono | Handel, George Frideric                  | Lotario              | http://theoperadatabase.com/PDFs/Handel/Tenor/Regno%20e%20grandezza,%20vassalli%20e%20trono.pdf
Vi sento, sì, vi sento, rimorsi | Handel, George Frideric                  | Lotario              | http://theoperadatabase.com/PDFs/Handel/Tenor/Vi%20sento,%20si,%20vi%20sento,%20rimorsi.pdf
He shall feed His flock        | Handel, George Frideric                  | Messiah              | http://theoperadatabase.com/PDFs/Handel/Contralto/He%20shall%20feed%20His%20flock.pdf
He was despised                | Handel, George Frideric                  | Messiah              | http://theoperadatabase.com/PDFs/Handel/Contralto/He%20was%20despised.pdf
How beautiful are the feet     | Handel, George Frideric                  | Messiah              | http://theoperadatabase.com/PDFs/Handel/Soprano/How%20beautiful%20are%20the%20feet.pdf
I know that my Redeemer liveth | Handel, George Frideric                  | Messiah              | http://theoperadatabase.com/PDFs/Handel/Soprano/I%20know%20that%20my%20Redeemer%20liveth.pdf
But Thou didst not leave His soul in hell | Handel, George Frideric                  | Messiah              | http://theoperadatabase.com/PDFs/Handel/Tenor/But%20Thou%20didst%20not%20leave%20His%20soul%20in%20hell.pdf
Comfort ye... Ev'ry valley shall be exalted | Handel, George Frideric                  | Messiah              | http://theoperadatabase.com/PDFs/Handel/Tenor/Comfort%20ye%20Ev%20ry%20valley%20shall%20be%20exalted.pdf
Volate più dei venti, momenti che scorrete | Handel, George Frideric                  | Muzio Scevola        | http://theoperadatabase.com/PDFs/Handel/Bass/Volate%20piu%20dei%20venti,%20momenti%20che%20scorrete.pdf
Ah dolce nome! in van ti chiamo | Handel, George Frideric                  | Muzio Scevola        | http://theoperadatabase.com/PDFs/Handel/Mezzo/Ah%20dolce%20nome%20in%20van%20ti%20chiamo.pdf
Con lui volate, dolce pensieri dell' alma amante | Handel, George Frideric                  | Muzio Scevola        | http://theoperadatabase.com/PDFs/Handel/Mezzo/Con%20lui%20volate,%20dolce%20pensieri%20dell%20alma%20amante.pdf
Il confine della vita quel sarà del mio penar | Handel, George Frideric                  | Muzio Scevola        | http://theoperadatabase.com/PDFs/Handel/Mezzo/Il%20confine%20della%20vita%20quel%20sara%20del%20mio%20penar.pdf
Pupille sdegnose! sarete pietose | Handel, George Frideric                  | Muzio Scevola        | http://theoperadatabase.com/PDFs/Handel/Mezzo/Pupille%20sdegnose%20sarete%20pietose.pdf
Spera, che tra le care gioje di bella pace | Handel, George Frideric                  | Muzio Scevola        | http://theoperadatabase.com/PDFs/Handel/Mezzo/Spera,%20che%20tra%20le%20care%20gioje%20di%20bella%20pace.pdf
Dimmi, crudele Amore, qual è il contento | Handel, George Frideric                  | Muzio Scevola        | http://theoperadatabase.com/PDFs/Handel/Soprano/Dimmi,%20crudele%20Amore,%20qual%20e%20il%20contento.pdf
Lungo pensar e dubitar         | Handel, George Frideric                  | Muzio Scevola        | http://theoperadatabase.com/PDFs/Handel/Soprano/Lungo%20pensar%20e%20dubitar.pdf
Non ti fidar, perchè il desire lusinga è ver! | Handel, George Frideric                  | Muzio Scevola        | http://theoperadatabase.com/PDFs/Handel/Soprano/Non%20ti%20fidar,%20perche%20il%20desire%20lusinga%20e%20ver.pdf
Come, se ti vedrò, cara, partir potrò? | Handel, George Frideric                  | Muzio Scevola        | http://theoperadatabase.com/PDFs/Handel/Soprano/Come,%20se%20ti%20vedro,%20cara,%20partir%20potro.pdf
Lascia Amor, e siegui Marte    | Handel, George Frideric                  | Orlando              | http://theoperadatabase.com/PDFs/Handel/Bass/Lascia%20Amor,%20e%20siegui%20Marte.pdf
Sorge infausta una procella, che oscurar | Handel, George Frideric                  | Orlando              | http://theoperadatabase.com/PDFs/Handel/Bass/Sorge%20infausta%20una%20procella.pdf
Tra caligini profonde          | Handel, George Frideric                  | Orlando              | http://theoperadatabase.com/PDFs/Handel/Bass/Tra%20caligini%20profonde.pdf
Se il cor mai ti dirà, ch'io mi scordi di te | Handel, George Frideric                  | Orlando              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Se%20il%20cor%20mai%20ti%20dira,%20ch%20io%20mi%20scordi%20di%20te.pdf
Verdi allori, sempre unito     | Handel, George Frideric                  | Orlando              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Verdi%20allori,%20sempre%20unito.pdf
Vorrei poterti amar il cor ti vorrei dar | Handel, George Frideric                  | Orlando              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Vorrei%20poterti%20amar%20il%20cor%20ti%20vorrei%20dar.pdf
Cielo! Se tu il consenti       | Handel, George Frideric                  | Orlando              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Cielo%20Se%20tu%20il%20consenti.pdf
Fammi combattere mostri e tifei | Handel, George Frideric                  | Orlando              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Fammi%20combattere%20mostri%20e%20tifei.pdf
Già l'ebro mio ciglio, quel dolce liquore | Handel, George Frideric                  | Orlando              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Gia%20l%20ebro%20mio%20ciglio,%20quel%20dolce%20liquore.pdf
Già lo stringo, già l'abbraccio con la forza | Handel, George Frideric                  | Orlando              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Gia%20lo%20stringo,%20gia%20l%20abbraccio%20con%20la%20forza.pdf
Imagini funeste                | Handel, George Frideric                  | Orlando              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Imagini%20funeste.pdf
Non fù già men forte Alcide    | Handel, George Frideric                  | Orlando              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Non%20fu%20gia%20men%20forte%20Alcide.pdf
Per far, mia diletta, per te la vendetta | Handel, George Frideric                  | Orlando              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Per%20far,%20mia%20diletta,%20per%20te%20la%20vendetta.pdf
Stimulato dalla gloria         | Handel, George Frideric                  | Orlando              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Stimulato%20dalla%20gloria.pdf
Vaghe pupille, nò, non piangete, nò | Handel, George Frideric                  | Orlando              | http://theoperadatabase.com/PDFs/Handel/Mezzo/Vaghe%20pupille,%20no,%20non%20piangete,%20no.pdf
Chi possessore è del mio core  | Handel, George Frideric                  | Orlando              | http://theoperadatabase.com/PDFs/Handel/Soprano/Chi%20possessore%20e%20del%20mio%20core.pdf
Così giusta è questa speme, che se l'alma | Handel, George Frideric                  | Orlando              | http://theoperadatabase.com/PDFs/Handel/Soprano/Cosi%20giusta%20e%20questa%20speme,%20che%20se%20l%20alma.pdf
Non potrà dirmi ingrata, nò, perchè restai piagata | Handel, George Frideric                  | Orlando              | http://theoperadatabase.com/PDFs/Handel/Soprano/Non%20potra%20dirmi%20ingrata,%20no,%20perche%20restai%20piagata.pdf
Ritornava al suo bel viso      | Handel, George Frideric                  | Orlando              | http://theoperadatabase.com/PDFs/Handel/Soprano/Ritornava%20al%20suo%20bel%20viso.pdf
Se fedel vuoi ch'io ti creda, fà che veda | Handel, George Frideric                  | Orlando              | http://theoperadatabase.com/PDFs/Handel/Soprano/Se%20fedel%20vuoi%20ch%20io%20ti%20creda,%20fa%20che%20veda.pdf
Verdi piante, erbette liete, vago rio | Handel, George Frideric                  | Orlando              | http://theoperadatabase.com/PDFs/Handel/Soprano/Verdi%20piante,%20erbette%20liete,%20vago%20rio.pdf
Amor è qual vento, che gira il cervello | Handel, George Frideric                  | Orlando              | http://theoperadatabase.com/PDFs/Handel/Soprano/Amor%20e%20qual%20vento,%20che%20gira%20il%20cervello.pdf
Ho un certo rossore            | Handel, George Frideric                  | Orlando              | http://theoperadatabase.com/PDFs/Handel/Soprano/Ho%20un%20certo%20rossore.pdf
Oh care parolette, oh dolci sguardi! | Handel, George Frideric                  | Orlando              | http://theoperadatabase.com/PDFs/Handel/Soprano/Oh%20care%20parolette,%20oh%20dolci%20sguardi.pdf
Quando spieghi i tuoi tormenti | Handel, George Frideric                  | Orlando              | http://theoperadatabase.com/PDFs/Handel/Soprano/Quando%20spieghi%20i%20tuoi%20tormenti.pdf
Se mi rivolgo al prato         | Handel, George Frideric                  | Orlando              | http://theoperadatabase.com/PDFs/Handel/Soprano/Se%20mi%20rivolgo%20al%20prato.pdf
Del minacciar del vento si ride | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Bass/Del%20minacciar%20del%20vento%20si%20ride.pdf
Le profonde vie dell' onde     | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Bass/Le%20profonde%20vie%20dell%20onde.pdf
Nò, non temere, oh bella! contenta | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Bass/No,%20non%20temere,%20oh%20bella%20contenta.pdf
Qual cervetta che cacciata più non sa | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Bass/Qual%20cervetta%20che%20cacciata%20piu%20non%20sa.pdf
T'appresta forse amore sol gioje e sol piacer | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Bass/T%20appresta%20forse%20amore%20sol%20gioje%20e%20sol%20piacer.pdf
Bel labbro, formato per farmi beato | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Mezzo/Bel%20labbro,%20formato%20per%20farmi%20beato.pdf
Cara, tu nel mio petto         | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Mezzo/Cara,%20tu%20nel%20mio%20petto.pdf
D'inalzar i flutti al ciel fia che cessi | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Mezzo/D%20inalzar%20i%20flutti%20al%20ciel%20fia%20che%20cessi.pdf
Lasci, che nel suo viso, pria che da lei diviso | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Mezzo/Lasci,%20che%20nel%20suo%20viso,%20pria%20che%20da%20lei%20diviso.pdf
Tu puoi straziarmi, puoi tormentarmi | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Mezzo/Tu%20puoi%20straziarmi,%20puoi%20tormentarmi.pdf
Ah! tu non sai, quant' il mio cor sospira | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Mezzo/Ah%20tu%20non%20sai,%20quant%20il%20mio%20cor%20sospira.pdf
All' orror d'un duolo eterno il mio amore | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Mezzo/All%20orror%20d%20un%20duolo%20eterno%20il%20mio%20amore.pdf
Di far le sue vendette         | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Mezzo/Di%20far%20le%20sue%20vendette.pdf
Diresti poi così? O pur mossa a pietà | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Mezzo/Diresti%20poi%20cosi%20O%20pur%20mossa%20a%20pieta.pdf
Nel suo sangue, e nel tuo pianto | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Mezzo/Nel%20suo%20sangue,%20e%20nel%20tuo%20pianto.pdf
Pensa, spietata madre          | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Mezzo/Pensa,%20spietata%20madre.pdf
Vinto è l'Amor da sdegno       | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Mezzo/Vinto%20e%20l%20Amor%20da%20sdegno.pdf
Cervo altier, poiche prostrò   | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Mezzo/Cervo%20altier,%20poiche%20prostro.pdf
Deh! non dir, che molle amante | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Mezzo/Deh%20non%20dir,%20che%20molle%20amante.pdf
Dell' onda a i fieri moti sottratto in porto | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Mezzo/Dell%20onda%20a%20i%20fieri%20moti%20sottratto%20in%20porto.pdf
Dopo l'orrore d'un Ciel turbato più vago | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Mezzo/Dopo%20l%20orrore%20d%20un%20Ciel%20turbato%20piu%20vago.pdf
Dove sei? dolce mia vita! senza te dovrò | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Mezzo/Dove%20sei%20dolce%20mia%20vita%20senza%20te%20dovro.pdf
Io sperai trovar riposo        | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Mezzo/Io%20sperai%20trovar%20riposo.pdf
Non a tempre per colpi si fieri | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Mezzo/Non%20a%20tempre%20per%20colpi%20si%20fieri.pdf
Ritorna, o dolce amore, conforta questo sen | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Mezzo/Ritorna,%20o%20dolce%20amore,%20conforta%20questo%20sen.pdf
Tanti affanni ho nel core, ch'il dolore | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Mezzo/Tanti%20affanni%20ho%20nel%20core,%20ch%20il%20dolore.pdf
Un disprezzato affetto, un misero sospetto | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Mezzo/Un%20disprezzato%20affetto,%20un%20misero%20sospetto.pdf
Giunt' in porto è la speranza  | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Soprano/Giunt%20in%20porto%20e%20la%20speranza.pdf
La speranza è giunta in porto  | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Soprano/La%20speranza%20e%20giunta%20in%20porto.pdf
Pensa ad amare, che dal tuo cor amor si chiede | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Soprano/Pensa%20ad%20amare,%20che%20dal%20tuo%20cor%20amor%20si%20chiede.pdf
Pur che regni il figlio amato  | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Soprano/Pur%20che%20regni%20il%20figlio%20amato.pdf
Trema, tiranno, ancor dice a ti il fato allor | Handel, George Frideric                  | Ottone, re di Germania | http://theoperadatabase.com/PDFs/Handel/Soprano/Trema,%20tiranno,%20ancor%20dice%20a%20ti%20il%20fato%20allor.pdf
